"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V3";"V4";"V6";"V7";"V8";"V9";"V10";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA";"V2_01";"V21_01";"V22_01";"V2_02";"V21_02";"V22_02";"V2_03";"V21_03";"V22_03";"V5_01";"V5_02";"V5_03";"V11_01";"V11_02"
"TQRMNOPPRHJKKQCDEIIAD00863567";3;2024;32;1;2;0;0;1;0;2;2;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;2028;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSRPHKNKPCDEIIAD00869140";3;2024;32;1;2;800000;800000;1;2144;3;1;1;1;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1548;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQSTHMMMSCDEIIAD00854952";3;2024;32;2;2;1056000;528000;1;368;4;1;2;0;1;2;2;2;0;2;0;1;"";1;"";2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;200;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSQWHMKMTCDEIIAD00811932";3;2024;32;1;2;730000;730000;1;4025;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;1933;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQWSHLKMQCDEIIAD00807039";3;2024;32;1;2;0;0;1;0;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1722;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQVXHKLMUCDEIIAD00869141";3;2024;32;1;2;0;0;1;0;5;2;2;0;1;1;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1310;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPWHJNLQCDEHMHF00863402";3;2024;26;1;74;784000;392000;1;143;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;98;0;0;0;135;2;2;2;1;1;1;2;2;2;2;2;2;2;2
"TQRMNORQXHKOKNCDEHGHJ00869142";3;2024;20;1;78;1600000;320000;1;211;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;176;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPVVHKMKPCDEHGHJ00869143";3;2024;20;1;78;0;0;1;0;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;121;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOTQXHKLKMCDEGOIH00869144";3;2024;18;1;86;1660000;415000;1;60;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;4;1;3;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;3;0;0;0;59;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPSYHLMKPCDEIHJF00863278";3;2024;31;1;94;1400000;700000;1;109;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;98;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTUUHLMKQCDEIHJF00806795";3;2024;31;2;94;2800000;1400000;1;114;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;106;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPWTHMOLUCDEFKID00809010";3;2024;4;1;82;600000;600000;1;1263;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;97;0;98;0;0;0;922;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORVXHMNKSCDEIGED00811784";3;2024;30;1;42;380000;380000;1;143;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;108;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORQQHJLKTCDEIGED00869145";3;2024;30;1;42;0;0;1;0;4;3;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;141;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQXXHJMLMCDEHMHF00863588";3;2024;26;1;74;340000;340000;1;171;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;157;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQTPHMNLPCDEHMHF00854184";3;2024;26;1;74;1500000;375000;1;171;4;3;2;0;2;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;138;1;2;2;2;2;2;1;2;1;2;2;2;2;2
"TQRMNORPSHMNKOCDEIIAD00811979";3;2024;32;1;2;780000;780000;1;2761;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;2026;1;2;2;2;2;2;2;2;2;2;2;2;2;1
"TQRMNOUPRHMNKQCDEIIAD00854793";3;2024;32;1;2;1380000;1380000;1;2964;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2468;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQTSHJMLMCDEIIAD00863374";3;2024;32;1;2;2890000;412857,14;1;4786;5;4;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;2;"";5;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;3;98;0;0;0;1396;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTUQHMOKTCDEGNFJ00810469";3;2024;17;1;58;0;0;1;0;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;192;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPUVHKLKTCDEGNFJ00869146";3;2024;17;1;58;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";5;2;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;227;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPTUHJNLLCDEGNFJ00863332";3;2024;17;1;58;200000;200000;1;402;1;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;1;"";1;2;"";2;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;268;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPYQHLMLQCDEGNFJ00805317";3;2024;17;1;58;0;0;1;0;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;205;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOYQTHKOLOCDEGNFJ00869147";3;2024;17;1;58;2170000;542500;1;827;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;483;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSQYHKLMUCDEIIAD00869148";3;2024;32;1;2;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;1331;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNORSPHMKNNCDEIIAD00811931";3;2024;32;1;2;1590000;795000;1;1859;3;2;1;1;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2006;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSPYHLMNNCDEIIAD00807088";3;2024;32;1;2;0;0;1;0;4;1;1;2;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1327;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTRPHLONOCDEIIAD00807089";3;2024;32;1;2;2150000;537500;1;2931;2;2;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;2306;0;2;2;0;2;2;0;2;2;1;2;2;2;2
"TQRMNORWUHKKNQCDEIIAD00869149";3;2024;32;1;2;220000;220000;1;1089;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;780;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSXQHJLMUCDEIIAD00863562";3;2024;32;1;2;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1742;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTQXHJKNLCDEIIAD00869150";3;2024;32;1;2;1710000;570000;1;3735;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;3;1;2;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;2344;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQYYHLLKQCDEIJAH00807885";3;2024;33;1;6;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;2;1;2;2;97;0;98;0;0;0;1695;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPVRHKOKUCDEIJAH00869151";3;2024;33;1;6;264000;66000;1;3893;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;1;2;2;2;2;1;1;1;2;1;1;2;2;2;4;1;3;1;"";3;2;"";1;1;1;2;"";1;1;1;1;2;2;2;1;0;98;0;0;0;3449;0;2;2;0;2;2;0;2;2;1;2;2;1;2
"TQSMNOSQQHKLLLCDEIJAH00869152";3;2024;33;1;6;1605000;802500;1;3140;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";3;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1628;2;2;2;1;1;2;2;2;2;2;2;2;2;2
"TQRMNOPQRHJKKUCDEIGED00863430";3;2024;30;1;42;3000000;3000000;1;167;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;119;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPYPHJMLNCDEIGED00869153";3;2024;30;1;42;0;0;1;0;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;1;2;1;0;2;0;0;0;139;2;2;2;1;2;2;2;2;2;1;2;2;1;2
"TQRMNOQXUHKMLLCDEIGED00869154";3;2024;30;1;42;0;0;1;0;5;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";5;1;"";1;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;141;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOTPYHLMLLCDEIGED00806692";3;2024;30;2;42;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;227;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQRRHJNLOCDEIGED00863440";3;2024;30;1;42;690000;690000;1;165;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;128;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQWVHJMKRCDEHGHJ00863272";3;2024;20;1;78;1080000;1080000;1;198;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;127;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQTPHJKKSCDEHGHJ00863273";3;2024;20;1;78;0;0;1;0;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;120;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOPYPHKOKOCDEOJAH00869155";3;2024;93;1;6;1100000;550000;1;74;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;54;1;2;2;1;2;2;2;2;2;2;2;2;2;2
"TQRMNOVQXHJOKMCDEHIBB00869156";3;2024;22;1;10;96000;96000;1;189;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;174;0;2;2;0;2;2;0;2;2;2;2;2;1;2
"TQRMNOSSVHLOKMCDEIOAH00808271";3;2024;38;1;6;1950000;975000;1;142;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;0;2;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;103;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOTSVHKOLQCDEGNFJ00869157";3;2024;17;1;58;0;0;1;0;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;188;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORRVHMNLQCDEHJGH00811044";3;2024;23;1;66;1239000;247800;1;326;4;3;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;0;5;1;"";4;2;"";4;2;2;1;"";1;2;1;1;2;2;2;1;0;4;0;0;0;320;2;2;2;2;2;2;1;1;1;2;2;2;2;2
"TQRMNORPYHLLLOCDEHJGH00811046";3;2024;23;1;66;500000;250000;1;323;3;2;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;2;"";3;1;"";9;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;318;2;2;2;1;2;1;2;2;2;2;2;2;2;2
"TQRMNOSYTHJMLNCDEHJGH00863343";3;2024;23;1;66;600000;200000;1;364;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;359;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSRUHMMKPCDEIIAD00854791";3;2024;32;51;2;1179000;1179000;1;660;0;0;0;0;0;0;0;0;0;0;0;0;"";0;"";0;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;96;0;0;0;553;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOQQTHMLKSCDEIIAD00811902";3;2024;32;1;2;700000;700000;1;2024;3;1;2;0;1;2;2;2;0;1;1;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1241;1;2;2;2;2;2;2;2;2;2;2;2;2;2
"TQRMNOSPTHMMKUCDEIIAD00811928";3;2024;32;1;2;1200000;600000;1;3371;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;2261;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQPRHKKKRCDEIIAD00869158";3;2024;32;1;2;300000;300000;1;1180;2;1;2;0;1;2;2;2;0;2;0;3;"";4;"electricidad";1;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1195;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPPWHLLLMCDEIIAD00811929";3;2024;32;1;2;0;0;1;0;6;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;2;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;96;0;0;0;2189;1;1;1;2;2;2;2;2;2;2;2;2;2;2
"TQRMNORSWHLLLMCDEIIAD00807081";3;2024;32;1;2;0;0;1;0;2;2;2;0;1;1;2;2;0;2;0;2;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;0;2;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1752;2;2;2;1;1;1;2;2;2;2;2;2;2;2
"TQRMNORPVHMOKUCDEIJAH00812170";3;2024;33;1;6;449000;149666,67;1;5859;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;1;"";3;1;"";2;1;1;1;"";1;1;1;3;2;2;2;2;0;98;0;0;0;4130;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOQQVHKOLOCDEIJAH00869159";3;2024;33;1;6;550000;275000;1;77;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;0;2;1;"";1;1;"";2;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;38;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOSXSHMMLMCDEIJAH00869160";3;2024;33;2;6;480000;240000;1;642;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";1;2;"";4;2;3;1;"";1;1;2;3;2;2;2;1;2;98;0;0;0;350;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQTMNOSXSHMMLMCDEIJAH00855231";3;2024;33;1;6;60000;30000;1;369;1;1;2;0;2;2;2;0;0;0;0;6;"";2;"";3;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";2;2;"";4;2;3;1;"";1;2;1;3;2;2;2;1;0;98;0;0;0;350;0;2;2;0;2;2;0;2;2;2;2;2;2;2
"TQRMNOPVWHLMLLCDEIJAH00869161";3;2024;33;1;6;0;0;1;0;4;4;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;0;1;2;4;0;3998;0;2;2;0;2;2;0;2;2;2;2;2;1;2
"TQRMNOUTXHJOLTCDEIJAH00863595";3;2024;33;1;6;800000;266666,67;1;8529;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;1;2;1;"";1;2;"";2;2;1;1;"";1;1;1;3;2;2;2;2;0;1;0;0;0;5043;0;2;2;0;2;2;0;2;2;2;2;2;2;2
