jurisdiccion,fecha,salario_promedio,ipc_nacional,ipc_regional,ipc_region,salario_real_nac,salario_real_reg,salario_real_nac_ma12,salario_real_reg_ma12
Catamarca,2019-12-01,56567.74881496249,283.4442,285.5958,NOA,19957.278651305085,19806.92601745631,15039.101373776286,14881.286342787325
Chaco,2019-12-01,54665.14464103563,283.4442,284.8112,NEA,19286.033949904646,19193.467335917838,14955.078800598883,14987.2098938077
Chubut,2019-12-01,123823.48662647395,283.4442,286.376,Patagonia,43685.31323854005,43238.08092384626,33619.16038114196,33443.76129529706
Corrientes,2019-12-01,54061.887676751285,283.4442,284.8112,NEA,19073.20300671218,18981.65791118864,14864.435425525304,14896.253157577388
Córdoba,2019-12-01,65956.11008608007,283.4442,284.3991,Pampeana,23269.521862179598,23191.391986149065,17693.71166816825,17682.48781885428
Entre Ríos,2019-12-01,60193.31935032002,283.4442,284.3991,Pampeana,21236.39127218691,21165.087846733702,16179.280407218508,16169.256622893372
Formosa,2019-12-01,59720.30542333101,283.4442,284.8112,NEA,21069.510479780853,20968.383765572074,16016.123085501948,16050.113318012516
Jujuy,2019-12-01,56828.14808020757,283.4442,285.5958,NOA,20049.148326269355,19898.1035716238,16102.879696154308,15931.706567242954
La Pampa,2019-12-01,67163.9314630504,283.4442,284.3991,Pampeana,23695.645020448606,23616.08439093176,18530.49856790442,18518.84443520232
La Rioja,2019-12-01,57677.32040188309,283.4442,285.5958,NOA,20348.738976448654,20195.437188461136,14805.679143689298,14647.987793590988
Mendoza,2019-12-01,59516.844772969445,283.4442,290.4687,Cuyo,20997.728926176453,20489.93394915509,16398.706386374753,16073.736457256835
Misiones,2019-12-01,50516.66612189541,283.4442,284.8112,NEA,17822.43775737708,17736.895923297754,13702.832310586069,13732.381907329474
Neuquén,2019-12-01,118460.46512537848,283.4442,286.376,Patagonia,41793.22248448847,41365.36061868959,33236.826917040366,33065.07241173153
Río Negro,2019-12-01,70931.44577357471,283.4442,286.376,Patagonia,25024.835849022384,24768.64184623527,19853.135856219556,19750.843605023634
Salta,2019-12-01,57309.923195964184,283.4442,285.5958,NOA,20219.12009346608,20066.794818398655,15826.85754523176,15658.823582618463
San Juan,2019-12-01,60358.38023469812,283.4442,290.4687,Cuyo,21294.62526828847,20779.650349486234,16520.353417097624,16192.780018279742
San Luis,2019-12-01,70487.11172579677,283.4442,290.4687,Cuyo,24868.073407674867,24266.68061853025,18810.349753958522,18437.444592020365
Santa Cruz,2019-12-01,132103.30988045997,283.4442,286.376,Patagonia,46606.46077092421,46129.32294621755,39266.105086703006,39063.31435846882
Santa Fe,2019-12-01,70527.98830431985,283.4442,284.3991,Pampeana,24882.49479238589,24798.949189473475,18988.362539231086,18976.265693811027
Santiago del Estero,2019-12-01,48609.73305513027,283.4442,285.5958,NOA,17149.665809048223,17020.464956112894,13342.762321529926,13201.89125672494
Tierra del Fuego,2019-12-01,116123.89847627773,283.4442,286.376,Patagonia,40968.87446498384,40549.4519360134,29140.901264768047,28987.67349629864
Tucumán,2019-12-01,56222.41330425208,283.4442,285.5958,NOA,19835.44320337198,19686.008444190033,14600.899977776187,14450.21713857332
Buenos Aires,2020-01-01,57424.862487358645,289.8299,286.4913,GBA,19813.298244024732,20044.190691779695,20193.194353336017,20303.733211455146
C.A.B.A.,2020-01-01,71102.33673053447,289.8299,286.4913,GBA,24532.436691498864,24818.323184869652,24626.488369656352,24760.541196775714
Catamarca,2020-01-01,46515.28049200378,289.8299,292.5465,NOA,16049.165559524321,15900.132283928806,15035.75084213094,14865.60829149627
Chaco,2020-01-01,41926.88126284448,289.8299,293.6216,NEA,14466.030338086057,14279.222394689108,14898.983569726166,14897.758327993346
Chubut,2020-01-01,94621.24684460014,289.8299,293.5954,Patagonia,32647.165404466596,32228.450052214765,33668.194399241285,33484.91136644454
Corrientes,2020-01-01,42065.12509396366,289.8299,293.6216,NEA,14513.728602177918,14326.304704409913,14832.555488429742,14831.250953858771
Córdoba,2020-01-01,50225.02507449154,289.8299,291.529,Pampeana,17329.138599741276,17228.1402791803,17644.11143105686,17626.0048459147
Entre Ríos,2020-01-01,46960.044548909726,289.8299,291.529,Pampeana,16202.62248612366,16108.189768053857,16133.32818392222,16116.868655073824
Formosa,2020-01-01,44875.03168134465,289.8299,293.6216,NEA,15483.230571222863,15283.286952099112,15974.799753216777,15973.3520581223
Jujuy,2020-01-01,44024.92986971064,289.8299,292.5465,NOA,15189.919973650281,15048.865691338178,16082.88110148533,15900.04160143219
La Pampa,2020-01-01,51891.60276606233,289.8299,291.529,Pampeana,17904.157840879194,17799.808172107176,18471.628968020632,18452.871543212656
La Rioja,2020-01-01,42472.80196080729,289.8299,292.5465,NOA,14654.38933692048,14518.308016266574,14753.440946610535,14584.496789560626
Mendoza,2020-01-01,45785.02705794297,289.8299,297.7698,Cuyo,15797.206243366529,15375.980726703305,16374.696500876746,16039.577883843735
Misiones,2020-01-01,39307.84545789465,289.8299,293.6216,NEA,13562.384508256273,13387.245849043342,13641.788423236536,13639.946159832878
Neuquén,2020-01-01,88834.07326935184,289.8299,293.5954,Patagonia,30650.417113400596,30257.311003289506,33196.70154565994,33018.416352470296
Río Negro,2020-01-01,50439.76917483633,289.8299,293.5954,Patagonia,17403.23174897977,17180.02706269796,19804.99782723981,19699.253801139846
Salta,2020-01-01,43698.671453771065,289.8299,292.5465,NOA,15077.351044102443,14937.342081949731,15810.80237595575,15631.188238748218
San Juan,2020-01-01,53244.57816060896,289.8299,297.7698,Cuyo,18370.97489272465,17881.120973520137,16608.820479332113,16267.278241342436
San Luis,2020-01-01,55409.92250211006,289.8299,297.7698,Cuyo,19118.083573195883,18608.30833150644,18830.63412729551,18444.528294001884
Santa Cruz,2020-01-01,105355.99018640508,289.8299,293.5954,Patagonia,36350.97351460462,35884.75506986999,39311.42330811795,39099.94800801613
Santa Fe,2020-01-01,54801.90256409901,289.8299,291.529,Pampeana,18908.298475795287,18798.09643778115,18941.92778759184,18922.313108581515
Santiago del Estero,2020-01-01,36957.772429091136,289.8299,292.5465,NOA,12751.538895431815,12633.127529842654,13304.972214317857,13154.308977147495
Tierra del Fuego,2020-01-01,76282.63599671918,289.8299,293.5954,Patagonia,26319.795161478913,25982.231328119986,28949.12636800369,28791.881101885472
Tucumán,2020-01-01,43193.07553188451,289.8299,292.5465,NOA,14902.905301311048,14764.516250197667,14523.018235626723,14360.8934564398
Buenos Aires,2020-02-01,57557.5294029413,295.666,291.737,GBA,19467.07751413463,19729.25251268824,20268.109489451163,20397.41985865923
C.A.B.A.,2020-02-01,72151.10557591854,295.666,291.737,GBA,24402.909220511843,24731.55807316814,24682.063726897424,24839.571321715575
Catamarca,2020-02-01,41856.98003048674,295.666,297.8973,NOA,14156.845910752923,14050.808795677822,15079.178283649662,14905.184034258305
Chaco,2020-02-01,42534.00166727393,295.666,300.1475,NEA,14385.827814924249,14171.03313113517,14922.768048197735,14895.695173853586
Chubut,2020-02-01,99559.177197047,295.666,298.8202,Patagonia,33672.852880292965,33317.41870096031,33764.77499665847,33559.23788182221
Corrientes,2020-02-01,42835.19750742337,295.666,300.1475,NEA,14487.698114569605,14271.38240612478,14881.494862317883,14854.328671918567
Córdoba,2020-02-01,49589.76041631449,295.666,298.0896,Pampeana,16772.222851567138,16635.857277917272,17667.26429883729,17636.960657951935
Entre Ríos,2020-02-01,46961.44160495591,295.666,298.0896,Pampeana,15883.274236792837,15754.1362076892,16199.01367287258,16171.030075048375
Formosa,2020-02-01,46234.00201584218,295.666,300.1475,NEA,15637.239999134898,15403.760489706621,16031.187615544462,16001.850360312821
Jujuy,2020-02-01,44120.13814448612,295.666,297.8973,NOA,14922.290065305486,14810.519647034775,16111.14740289111,15924.324756073416
La Pampa,2020-02-01,55068.57384865867,295.666,298.0896,Pampeana,18625.26426733499,18473.832649196305,18525.140142770895,18492.85495076078
La Rioja,2020-02-01,35714.26610067312,295.666,297.8973,NOA,12079.260415696468,11988.784759268756,14768.714472281714,14596.579418878942
Mendoza,2020-02-01,45560.89031650383,295.666,304.603,Cuyo,15409.580511964117,14957.466051386175,16427.70984015745,16078.024056009272
Misiones,2020-02-01,39689.37036474871,295.666,300.1475,NEA,13423.718102436098,13223.288671319506,13655.324141772064,13629.304345173026
Neuquén,2020-02-01,90271.15963318944,295.666,298.8202,Patagonia,30531.46443391849,30209.18921585269,33206.87833791477,33008.62556334356
Río Negro,2020-02-01,56702.532263681875,295.666,298.8202,Patagonia,19177.900828530124,18975.468279481065,19868.850821621007,19750.40824620348
Salta,2020-02-01,45977.32180950216,295.666,297.8973,NOA,15550.425753891946,15433.950495523848,15897.088635553364,15713.074385270109
San Juan,2020-02-01,51880.2869829767,295.666,304.603,Cuyo,17546.923549876108,17032.09980958057,16763.24571306019,16403.350253066666
San Luis,2020-02-01,53534.65678279789,295.666,304.603,Cuyo,18106.463638970286,17575.223088018793,18909.805140738452,18506.265847225095
Santa Cruz,2020-02-01,116299.1197251843,295.666,298.8202,Patagonia,39334.62749358543,38919.43038830183,39431.25005423579,39193.75980899401
Santa Fe,2020-02-01,54485.98301901396,295.666,298.0896,Pampeana,18428.220701404272,18278.391134415277,19007.601066951145,18974.60945199447
Santiago del Estero,2020-02-01,37594.59013444739,295.666,297.8973,NOA,12715.222627710791,12619.983509232005,13299.531007703406,13145.603274649471
Tierra del Fuego,2020-02-01,78899.70737867734,295.666,298.8202,Patagonia,26685.417795308673,26403.739566025768,28959.706344555878,28785.004231122002
Tucumán,2020-02-01,43254.778147261066,295.666,297.8973,NOA,14629.608459295647,14520.030274615136,14546.512442740433,14380.501143126621
Buenos Aires,2020-03-01,59337.31169825181,305.5515,302.2274,GBA,19419.741581452494,19633.332946732102,20278.43493283892,20424.066067041258
C.A.B.A.,2020-03-01,76960.18297782358,305.5515,302.2274,GBA,25187.303278767602,25464.33016259399,24699.709103982623,24878.388556515336
Catamarca,2020-03-01,43518.63766446995,305.5515,309.1808,NOA,14242.65227448399,14075.465767754646,15139.740404169012,14958.896534328345
Chaco,2020-03-01,43108.04319763246,305.5515,310.58,NEA,14108.2741199544,13879.851631667352,14914.473497473646,14865.650997802137
Chubut,2020-03-01,91895.0084937588,305.5515,306.5854,Patagonia,30075.129231490864,29973.706671537133,33739.881131489696,33523.381317078034
Corrientes,2020-03-01,43209.068532286314,305.5515,310.58,NEA,14141.337395590046,13912.379590535875,14899.64359257267,14850.737474564925
Córdoba,2020-03-01,50450.04635548044,305.5515,307.1512,Pampeana,16511.143409697037,16425.150334910115,17661.82183595916,17621.367727579633
Entre Ríos,2020-03-01,47416.912246814856,305.5515,307.1512,Pampeana,15518.468162262288,15437.64512292801,16226.894607893913,16189.442090729424
Formosa,2020-03-01,46334.31522954888,305.5515,310.58,NEA,15164.158981235203,14918.641003782886,16047.126719705582,15994.46904545627
Jujuy,2020-03-01,45626.61648284183,305.5515,309.1808,NOA,14932.545408169111,14757.260632885947,16060.41989454156,15867.134102702332
La Pampa,2020-03-01,52668.45698973251,305.5515,307.1512,Pampeana,17237.178344643216,17147.40394624293,18527.049795601964,18484.18419636127
La Rioja,2020-03-01,36460.763045541375,305.5515,309.1808,NOA,11932.771740783919,11792.699626089776,14721.908153792914,14544.647748814721
Mendoza,2020-03-01,46501.29950346776,305.5515,314.1219,Cuyo,15218.809105328484,14803.584055574527,16443.159627267465,16079.545022616741
Misiones,2020-03-01,39135.82159556736,305.5515,310.58,NEA,12808.257068143132,12600.882734099865,13639.52438692092,13593.740141047097
Neuquén,2020-03-01,94500.15565885762,305.5515,306.5854,Patagonia,30927.734165552327,30823.436360262956,33146.72557527075,32937.16504211635
Río Negro,2020-03-01,56203.78908525174,305.5515,306.5854,Patagonia,18394.21147834383,18332.180555646726,19838.855621203544,19713.69351182811
Salta,2020-03-01,45538.15270498936,305.5515,309.1808,NOA,14903.593242052279,14728.648320008671,15891.621970355473,15700.873114317279
San Juan,2020-03-01,47314.16698522893,305.5515,314.1219,Cuyo,15484.841993977752,15062.358589206588,16787.247955301813,16413.04351688137
San Luis,2020-03-01,55299.67637518433,305.5515,314.1219,Cuyo,18098.31611861972,17604.52753379638,18957.611280281995,18537.022032777517
Santa Cruz,2020-03-01,113505.62930213124,305.5515,306.5854,Patagonia,37147.78991500001,37022.51617400282,39424.3790496657,39173.371731194755
Santa Fe,2020-03-01,54903.08214023678,305.5515,307.1512,Pampeana,17968.519918978236,17874.936559009628,19018.82291712776,18974.821931299735
Santiago del Estero,2020-03-01,39089.13504435667,305.5515,309.1808,NOA,12792.977630401641,12642.808041235636,13307.13973216969,13147.353781313475
Tierra del Fuego,2020-03-01,78922.500068623907,305.5515,306.5854,Patagonia,25829.52466887707,25742.419589655576,28786.86322069188,28602.595728410168
Tucumán,2020-03-01,42547.55251402531,305.5515,309.1808,NOA,13924.838370626656,13761.382503061415,14526.235889681724,14354.02764753159
Buenos Aires,2020-04-01,56652.33873433023,310.1243,306.4483,GBA,18267.623251170655,18486.752491147847,20239.883851180402,20399.332273710614
C.A.B.A.,2020-04-01,70750.10894256945,310.1243,306.4483,GBA,22813.46832304642,23087.127238940287,24669.977695246565,24865.965246895335
Catamarca,2020-04-01,40838.20859302882,310.1243,317.1934,NOA,13168.335597381056,12874.860760983307,15058.695707809913,14862.84103484284
Chaco,2020-04-01,42654.93614460089,310.1243,317.2318,NEA,13754.141853637682,13445.98370800181,14916.85515161313,14840.446991974786
Chubut,2020-04-01,85442.32797966246,310.1243,308.4722,Patagonia,27550.99422382008,27698.550462460622,33484.42557927424,33280.21253775515
Corrientes,2020-04-01,42305.95773623584,310.1243,317.2318,NEA,13641.613293842449,13335.976322750694,14863.07004222662,14786.739079036839
Córdoba,2020-04-01,49424.53698967072,310.1243,311.6597,Pampeana,15937.008802493296,15858.494694588591,17611.050066888707,17564.034994539692
Entre Ríos,2020-04-01,46803.779666219954,310.1243,311.6597,Pampeana,15091.942058787381,15017.591195210658,16243.87343392372,16200.208705756546
Formosa,2020-04-01,45566.772232184514,310.1243,317.2318,NEA,14693.067338542807,14363.872799695526,16041.58147905174,15959.441532949502
Jujuy,2020-04-01,45313.58081275098,310.1243,317.1934,NOA,14611.425422887203,14285.789304806147,16020.671604845042,15810.327810237546
La Pampa,2020-04-01,50447.68393031399,310.1243,311.6597,Pampeana,16266.923917382159,16186.784473678821,18474.02483017697,18424.46243137782
La Rioja,2020-04-01,39604.19591486511,310.1243,317.1934,NOA,12770.42654021794,12485.819665499064,14717.214242851507,14524.804262598807
Mendoza,2020-04-01,45038.03015359964,310.1243,318.1874,Cuyo,14522.573740142145,14154.561165401157,16407.50862545329,16032.63814073243
Misiones,2020-04-01,36905.94293309538,310.1243,317.2318,NEA,11900.37121666873,11633.746343555526,13597.516158537066,13527.790794316152
Neuquén,2020-04-01,78837.95748520053,310.1243,308.4722,Patagonia,25421.406025003693,25557.55672154591,32726.53302559944,32528.308851291942
Río Negro,2020-04-01,53880.78965381246,310.1243,308.4722,Patagonia,17373.933501441992,17466.983946628727,19748.705301103106,19631.29162042967
Salta,2020-04-01,45051.79011509741,310.1243,317.1934,NOA,14527.010658338419,14203.255841734855,15872.663508867588,15664.79040066028
San Juan,2020-04-01,46594.729179310496,310.1243,318.1874,Cuyo,15024.533446527892,14643.800847962708,16800.927097652675,16414.28991702251
San Luis,2020-04-01,53641.09334216403,310.1243,318.1874,Cuyo,17296.643101544778,16858.333592770807,18947.610129895547,18513.10917277639
Santa Cruz,2020-04-01,94436.5596863013,310.1243,308.4722,Patagonia,30451.196402958845,30614.28539955993,39016.35744579522,38778.92981631778
Santa Fe,2020-04-01,53614.82358821099,310.1243,311.6597,Pampeana,17288.172383850924,17203.00173176416,18971.559678994057,18920.441583484153
Santiago del Estero,2020-04-01,36607.86303385278,310.1243,317.1934,NOA,11804.254949983855,11541.180564870765,13283.951667729936,13110.313397466873
Tierra del Fuego,2020-04-01,72070.12716089142,310.1243,308.4722,Patagonia,23239.109982962127,23363.572847372125,28530.08133617445,28356.177513202536
Tucumán,2020-04-01,39471.40385001711,310.1243,317.1934,NOA,12727.607559297066,12443.954965650959,14489.530137538342,14302.479831222936
Buenos Aires,2020-05-01,56716.03276797447,314.9087,311.0922,GBA,18010.309898702217,18231.261589964157,20161.342786660265,20334.226356717532
C.A.B.A.,2020-05-01,68611.84819409528,314.9087,311.0922,GBA,21787.854128544328,22055.148986086853,24589.79720848934,24802.08459126934
Catamarca,2020-05-01,41657.16440878208,314.9087,322.5045,NOA,13228.330753892185,12916.769970273926,15029.735480967302,14825.801341758925
Chaco,2020-05-01,42894.68368142912,314.9087,322.4571,NEA,13621.307916049673,13302.446645283704,14896.556665305336,14788.455629340653
Chubut,2020-05-01,82474.08023810833,314.9087,313.3862,Patagonia,26189.83859071163,26317.07466318183,32969.40214936811,32785.2823059913
Corrientes,2020-05-01,42637.42759394288,314.9087,322.4571,NEA,13539.615639054393,13222.666703242965,14814.027354825077,14706.065647523166
Córdoba,2020-05-01,49545.957561067014,314.9087,316.5258,Pampeana,15733.435615169417,15653.054999329284,17536.90313957279,17481.728866624566
Entre Ríos,2020-05-01,46800.993988345166,314.9087,316.5258,Pampeana,14861.765962117008,14785.838623058584,16197.392024063016,16146.044976745055
Formosa,2020-05-01,46095.068891656185,314.9087,322.4571,NEA,14637.597783629408,14294.94617785007,16016.943815453173,15900.733858118341
Jujuy,2020-05-01,46695.41828747452,314.9087,322.5045,NOA,14828.240149438398,14478.997436461977,15987.128697049853,15767.74533340387
La Pampa,2020-05-01,52437.37620058573,314.9087,316.5258,Pampeana,16651.612419912733,16566.54092670668,18413.174929268942,18354.995757961726
La Rioja,2020-05-01,40284.377665849446,314.9087,322.5045,NOA,12792.39908768778,12491.105601890655,14659.50732669039,14459.753648643795
Mendoza,2020-05-01,45859.92599601538,314.9087,322.4709,Cuyo,14562.927602830718,14221.415326472987,16292.823053593678,15907.94352840149
Misiones,2020-05-01,37423.18623745895,314.9087,322.4571,NEA,11883.821005090982,11605.632574832107,13542.81382910091,13445.274258203457
Neuquén,2020-05-01,75814.88200741807,314.9087,313.3862,Patagonia,24075.194495235624,24192.157155426143,31993.86473905646,31815.023382051724
Río Negro,2020-05-01,53879.550859424635,314.9087,313.3862,Patagonia,17109.57838237706,17192.700527152963,19563.546667877672,19458.727388949173
Salta,2020-05-01,45743.94856275206,314.9087,322.5045,NOA,14526.098695511448,14183.972181086487,15836.77277114464,15620.092203768572
San Juan,2020-05-01,47729.79623267801,314.9087,322.4709,Cuyo,15156.709304213573,14801.272373004203,16757.765106646235,16359.652325065552
San Luis,2020-05-01,54100.60780831917,314.9087,322.4709,Cuyo,17179.775537582533,16776.896088397178,18902.864203929876,18455.297898112807
Santa Cruz,2020-05-01,97516.45191382057,314.9087,313.3862,Patagonia,30966.57917479592,31117.02171755507,38497.85285989992,38283.86498130727
Santa Fe,2020-05-01,54724.56792424779,314.9087,316.5258,Pampeana,17377.915543218653,17289.13343691029,18942.132547608195,18882.057772155276
Santiago del Estero,2020-05-01,38347.50406219065,314.9087,322.5045,NOA,12177.340309172356,11890.533019598379,13257.289387567307,13076.213610904308
Tierra del Fuego,2020-05-01,73233.65703044565,314.9087,313.3862,Patagonia,23255.520419234417,23368.500920093375,28215.339128250023,28058.775647460545
Tucumán,2020-05-01,41915.273305622315,314.9087,322.5045,NOA,13310.293842508103,12996.80262000137,14526.19776611431,14329.97765080051
Buenos Aires,2020-06-01,84975.81812662011,321.9738,317.4661,GBA,26392.153065442006,26766.895150890163,20146.608497381185,20341.587673513644
C.A.B.A.,2020-06-01,101912.84529978098,321.9738,317.4661,GBA,31652.527410547373,32101.961532201698,24556.121837579652,24794.84281442664
Catamarca,2020-06-01,62529.71720672544,321.9738,329.6326,NOA,19420.74703181608,18969.518550873137,15007.266451453379,14793.33187565271
Chaco,2020-06-01,63296.46112697155,321.9738,329.8942,NEA,19658.88563820148,19186.89723158866,14883.7070038436,14732.190286148454
Chubut,2020-06-01,124201.42326602156,321.9738,319.4097,Patagonia,38575.00929144594,38884.67484425851,32407.26289135577,32264.04591742716
Corrientes,2020-06-01,64073.6471254283,321.9738,329.8942,NEA,19900.26738990201,19422.483670652076,14838.84457588488,14687.027651369704
Córdoba,2020-06-01,73836.44462577047,321.9738,324.5236,Pampeana,22932.4387965016,22752.257347622937,17504.515627945322,17434.01856312811
Entre Ríos,2020-06-01,70616.2576982299,321.9738,324.5236,Pampeana,21932.29936666583,21759.976068991564,16216.437117419182,16150.44346133251
Formosa,2020-06-01,68126.16182865405,321.9738,329.8942,NEA,21158.914740470824,20650.912270859582,16020.224697792402,15857.328635529331
Jujuy,2020-06-01,67234.91863578053,321.9738,329.6326,NOA,20882.108617465314,20396.926346417353,15958.965424264148,15728.896462031398
La Pampa,2020-06-01,77339.26508197733,321.9738,324.5236,Pampeana,24020.359756594273,23831.630452138867,18352.01252337193,18277.77933067593
La Rioja,2020-06-01,61631.28291240536,321.9738,329.6326,NOA,19141.707465764408,18696.96228844033,14651.067261146647,14441.226275238683
Mendoza,2020-06-01,66474.601662625,321.9738,329.9792,Cuyo,20645.96611979764,20145.088436672675,16197.973634314603,15794.95303336699
Misiones,2020-06-01,53759.2856657402,321.9738,329.8942,NEA,16696.78888957431,16295.917195797987,13493.90063832134,13359.393053619151
Neuquén,2020-06-01,113395.3876960378,321.9738,319.4097,Patagonia,35218.824542878276,35501.54791668437,31210.887456833225,31070.468559350433
Río Negro,2020-06-01,78337.01945134223,321.9738,319.4097,Patagonia,24330.246576380512,24525.560573564995,19400.300029589802,19320.514482852097
Salta,2020-06-01,68460.11339798554,321.9738,329.6326,NOA,21262.63484730296,20768.611295723036,15855.201107728197,15626.847844925256
San Juan,2020-06-01,70503.52310624813,321.9738,329.9792,Cuyo,21897.285774882344,21366.05068023928,16792.036314763896,16372.929711871942
San Luis,2020-06-01,81740.03427467475,321.9738,329.9792,Cuyo,25387.169476111023,24771.268696534433,18956.329138907073,18484.244611028545
Santa Cruz,2020-06-01,138208.52371007387,321.9738,319.4097,Patagonia,42925.394460690244,43269.98325663682,37783.87792944502,37615.75936960122
Santa Fe,2020-06-01,82229.62914144361,321.9738,324.5236,Pampeana,25539.22994400278,25338.566791889287,18984.52421646886,18907.39728818218
Santiago del Estero,2020-06-01,57523.06998120731,321.9738,329.6326,NOA,17865.761121310898,17450.66173103246,13275.689747371136,13084.757027163962
Tierra del Fuego,2020-06-01,110749.21024737216,321.9738,319.4097,Patagonia,34396.96343223336,34673.08921656799,27815.00006102906,27694.505867260028
Tucumán,2020-06-01,58909.11719578875,321.9738,329.6326,NOA,18296.24559383054,17871.144175603004,14546.235077146364,14339.900432299006
Buenos Aires,2020-07-01,60277.62291223166,328.2014,322.6791,GBA,18366.04685788411,18680.361669606635,20086.744710646028,20300.531580599032
C.A.B.A.,2020-07-01,73241.2071278242,328.2014,322.6791,GBA,22315.933791819352,22697.846599864755,24506.709967000676,24768.391828747197
Catamarca,2020-07-01,44877.31080394686,328.2014,335.8753,NOA,13673.710960387998,13361.301293648821,14972.495255167942,14749.783955289384
Chaco,2020-07-01,44915.36814321706,328.2014,337.1583,NEA,13685.306687667106,13321.744754086452,14852.440564959934,14663.877679311017
Chubut,2020-07-01,88187.50485221345,328.2014,328.1311,Patagonia,26869.935610333607,26875.69232304205,31935.84004312649,31813.038625254
Corrientes,2020-07-01,45408.99035438197,328.2014,337.1583,NEA,13835.708913606697,13468.151415635315,14837.096204795489,14647.997983952759
Córdoba,2020-07-01,52297.06497771113,328.2014,331.4429,Pampeana,15934.44299070971,15778.604694115074,17435.96273344815,17352.53851363794
Entre Ríos,2020-07-01,49539.31580737206,328.2014,331.4429,Pampeana,15094.181745529442,14946.561174601135,16185.604825652461,16107.364244316788
Formosa,2020-07-01,48063.0722197867,328.2014,337.1583,NEA,14644.38366801199,14255.343030198781,15963.108707857897,15760.4339749994
Jujuy,2020-07-01,47651.0020115425,328.2014,335.8753,NOA,14518.829600221847,14187.11111282744,15877.11095177366,15638.38318950838
La Pampa,2020-07-01,54511.013726462224,328.2014,331.4429,Pampeana,16609.013162790357,16446.57759344437,18298.693949920507,18210.98557178426
La Rioja,2020-07-01,46642.037849308246,328.2014,335.8753,NOA,14211.40733991636,13886.712672622323,14617.246718202641,14398.249811573023
Mendoza,2020-07-01,48342.85545111286,328.2014,337.4552,Cuyo,14729.63108966411,14325.710627992356,16096.45266125825,15684.756961004483
Misiones,2020-07-01,39414.83388036168,328.2014,337.1583,NEA,12009.343616560343,11690.305082319397,13439.905460116343,13272.735565239986
Neuquén,2020-07-01,80925.731565045,328.2014,328.1311,Patagonia,24657.33892818404,24662.62160613395,30557.926499938756,30437.862731563688
Río Negro,2020-07-01,54950.962344932916,328.2014,328.1311,Patagonia,16743.061530186318,16746.648624568934,19208.04570006903,19140.234907468002
Salta,2020-07-01,49399.45017024929,328.2014,335.8753,NOA,15051.565950129796,14707.675786296073,15843.943614283742,15605.532161166288
San Juan,2020-07-01,51897.97971039998,328.2014,337.4552,Cuyo,15812.845317052268,15379.220622589304,16805.088739752468,16374.374741972719
San Luis,2020-07-01,57863.60986368517,328.2014,337.4552,Cuyo,17630.51890201723,17147.04940498329,18939.16192696763,18454.7320778945
Santa Cruz,2020-07-01,100144.91383699792,328.2014,328.1311,Patagonia,30513.25004616005,30519.787315800888,37015.956071410765,36872.73179805841
Santa Fe,2020-07-01,58050.03704879245,328.2014,331.4429,Pampeana,17687.321580222528,17514.340192169588,18973.799975767248,18882.321053300395
Santiago del Estero,2020-07-01,40591.127499949005,328.2014,335.8753,NOA,12367.749650046895,12085.17789189887,13247.686214405416,13048.76437076558
Tierra del Fuego,2020-07-01,85613.04703798254,328.2014,328.1311,Patagonia,26085.521584607057,26091.110241602375,27684.199001056404,27581.120382367164
